번호,상호,주소,기간,휘발유,동
A0019634,(주)온누리주유소,광주 남구 금화로 407 (월산동),2020년 10월 4주,1257.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 11월 1주,1487.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 11월 2주,1488.43,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 11월 3주,1489.86,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 11월 4주,1498.71,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 12월 1주,1509.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 12월 2주,1514.71,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 12월 3주,1529.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2019년 12월 4주,1529.57,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 01월 1주,1535.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 01월 2주,1539.29,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 01월 3주,1549.14,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 01월 4주,1549.29,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 01월 5주,1531.86,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 02월 1주,1523.29,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 02월 2주,1509.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 02월 3주,1487.57,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 02월 4주,1479.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 03월 1주,1478.86,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 03월 2주,1462.43,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 03월 3주,1433.86,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 03월 4주,1422.14,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 04월 1주,1358.14,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 04월 2주,1326.43,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 04월 3주,1293.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 04월 4주,1267.86,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 04월 5주,1242.14,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 05월 1주,1228.57,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 05월 2주,1212.43,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 05월 3주,1199.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 05월 4주,1215.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 06월 1주,1249.86,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 06월 2주,1306.43,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 06월 3주,1329.86,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 06월 4주,1338.43,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 07월 1주,1350.71,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 07월 2주,1339.29,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 07월 3주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 07월 4주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 07월 5주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 08월 1주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 08월 2주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 08월 3주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 08월 4주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 09월 1주,1325.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 09월 2주,1311.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 09월 3주,1287.29,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 09월 4주,1277.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 09월 5주,1277.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 10월 1주,1277.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 10월 2주,1277.0,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 10월 3주,1274.14,월산동
A0019507,SK월드컵주유소,광주 남구 금화로 412 (월산동),2020년 10월 4주,1262.43,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 11월 1주,1485.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 11월 2주,1485.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 11월 3주,1485.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 11월 4주,1492.14,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 12월 1주,1500.14,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 12월 2주,1507.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 12월 3주,1517.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2019년 12월 4주,1520.43,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 01월 1주,1525.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 01월 2주,1527.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 01월 3주,1542.43,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 01월 4주,1539.29,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 01월 5주,1525.29,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 02월 1주,1515.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 02월 2주,1505.86,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 02월 3주,1485.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 02월 4주,1479.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 03월 1주,1472.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 03월 2주,1459.86,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 03월 3주,1431.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 03월 4주,1395.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 04월 1주,1350.14,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 04월 2주,1322.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 04월 3주,1289.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 04월 4주,1264.43,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 04월 5주,1238.14,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 05월 1주,1222.71,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 05월 2주,1204.43,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 05월 3주,1197.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 05월 4주,1205.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 06월 1주,1245.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 06월 2주,1293.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 06월 3주,1325.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 06월 4주,1333.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 07월 1주,1335.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 07월 2주,1326.43,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 07월 3주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 07월 4주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 07월 5주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 08월 1주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 08월 2주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 08월 3주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 08월 4주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 09월 1주,1315.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 09월 2주,1303.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 09월 3주,1283.57,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 09월 4주,1275.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 09월 5주,1275.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 10월 1주,1275.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 10월 2주,1275.0,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 10월 3주,1270.43,월산동
A0019494,대원주유소,광주 남구 대남대로 329 (월산동),2020년 10월 4주,1256.71,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 11월 1주,1485.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 11월 2주,1485.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 11월 3주,1485.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 11월 4주,1487.86,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 12월 1주,1498.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 12월 2주,1507.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 12월 3주,1507.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2019년 12월 4주,1515.29,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 01월 1주,1525.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 01월 2주,1527.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 01월 3주,1522.57,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 01월 4주,1519.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 01월 5주,1510.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 02월 1주,1499.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 02월 2주,1497.86,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 02월 3주,1484.71,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 02월 4주,1479.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 03월 1주,1472.57,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 03월 2주,1458.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 03월 3주,1431.57,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 03월 4주,1395.86,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 04월 1주,1350.14,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 04월 2주,1323.14,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 04월 3주,1290.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 04월 4주,1264.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 04월 5주,1237.86,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 05월 1주,1222.71,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 05월 2주,1204.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 05월 3주,1197.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 05월 4주,1209.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 06월 1주,1245.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 06월 2주,1293.57,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 06월 3주,1325.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 06월 4주,1333.57,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 07월 1주,1335.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 07월 2주,1326.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 07월 3주,1310.43,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 07월 4주,1299.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 07월 5주,1299.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 08월 1주,1299.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 08월 2주,1299.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 08월 3주,1299.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 08월 4주,1299.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 09월 1주,1299.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 09월 2주,1281.86,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 09월 3주,1269.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 09월 4주,1269.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 09월 5주,1269.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 10월 1주,1269.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 10월 2주,1269.0,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 10월 3주,1264.71,월산동
A0019692,캡틴월산주유소,광주 남구 대남대로 336 (월산동),2020년 10월 4주,1256.14,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 11월 1주,1497.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 11월 2주,1497.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 11월 3주,1497.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 11월 4주,1497.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 12월 1주,1504.14,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 12월 2주,1515.57,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 12월 3주,1522.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2019년 12월 4주,1530.57,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 01월 1주,1537.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 01월 2주,1548.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 01월 3주,1557.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 01월 4주,1557.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 01월 5주,1554.86,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 02월 1주,1549.86,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 02월 2주,1532.71,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 02월 3주,1520.57,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 02월 4주,1500.57,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 03월 1주,1484.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 03월 2주,1468.29,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 03월 3주,1452.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 03월 4주,1406.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 04월 1주,1357.86,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 04월 2주,1321.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 04월 3주,1297.86,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 04월 4주,1280.71,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 04월 5주,1260.71,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 05월 1주,1241.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 05월 2주,1218.57,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 05월 3주,1211.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 05월 4주,1225.71,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 06월 1주,1254.29,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 06월 2주,1304.29,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 06월 3주,1338.14,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 06월 4주,1344.71,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 07월 1주,1364.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 07월 2주,1367.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 07월 3주,1367.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 07월 4주,1333.57,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 07월 5주,1332.86,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 08월 1주,1335.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 08월 2주,1335.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 08월 3주,1335.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 08월 4주,1345.71,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 09월 1주,1335.71,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 09월 2주,1330.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 09월 3주,1297.43,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 09월 4주,1282.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 09월 5주,1282.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 10월 1주,1282.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 10월 2주,1282.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 10월 3주,1282.0,월산동
A0019571,지에스칼텍스㈜ 새론주유소,광주 남구 대남대로 347 (월산동),2020년 10월 4주,1282.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 11월 1주,1484.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 11월 2주,1490.43,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 11월 3주,1489.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 11월 4주,1493.29,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 12월 1주,1496.86,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 12월 2주,1508.29,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 12월 3주,1519.71,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2019년 12월 4주,1524.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 01월 1주,1524.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 01월 2주,1535.43,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 01월 3주,1544.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 01월 4주,1544.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 01월 5주,1529.71,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 02월 1주,1514.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 02월 2주,1503.86,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 02월 3주,1485.71,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 02월 4주,1479.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 03월 1주,1474.43,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 03월 2주,1460.14,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 03월 3주,1437.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 03월 4주,1401.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 04월 1주,1356.14,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 04월 2주,1324.43,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 04월 3주,1293.57,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 04월 4주,1265.86,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 04월 5주,1243.29,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 05월 1주,1227.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 05월 2주,1207.29,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 05월 3주,1202.71,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 05월 4주,1219.86,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 06월 1주,1243.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 06월 2주,1286.43,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 06월 3주,1315.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 06월 4주,1297.33,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 07월 1주,1268.71,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 07월 2주,1253.14,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 07월 3주,1251.29,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 07월 4주,1255.57,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 07월 5주,1273.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 08월 1주,1282.14,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 08월 2주,1283.57,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 08월 3주,1287.86,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 08월 4주,1285.43,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 09월 1주,1280.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 09월 2주,1276.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 09월 3주,1269.14,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 09월 4주,1265.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 09월 5주,1260.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 10월 1주,1256.57,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 10월 2주,1255.14,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 10월 3주,1254.0,월산동
A0019652,서양새마을금고주유소,광주 남구 독립로 140 (월산동),2020년 10월 4주,1246.14,월산동
A0032661,무지개주유소,광주 남구 독립로 24 (백운동),2019년 11월 1주,1509.0,백운동
A0032661,무지개주유소,광주 남구 독립로 24 (백운동),2019년 11월 2주,1509.0,백운동
A0032661,무지개주유소,광주 남구 독립로 24 (백운동),2019년 11월 3주,1509.0,백운동
A0032661,무지개주유소,광주 남구 독립로 24 (백운동),2019년 11월 4주,1509.0,백운동
